Trip ID,Pickup Time,Drop Off Time,passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,Surge Fee,Vehicle,Payment_type
20848,08/06/2024 08:08,08/06/2024 08:17,1,3.07,48,166,10.5,1.38,UberX,Uber Pay
20849,08/06/2024 08:18,08/06/2024 08:37,1,4.69,24,170,17,0,UberX,Cash
20850,08/06/2024 08:11,08/06/2024 08:19,1,1.3,142,162,7,2.05,Uber Black,Uber Pay
20851,08/06/2024 08:02,08/06/2024 08:17,4,3.8,238,90,14,0,UberX,Cash
20852,08/06/2024 08:26,08/06/2024 08:41,3,2.3,142,151,12.5,3.95,Uber Black,Uber Pay
20853,08/06/2024 08:22,08/06/2024 08:29,1,1.96,186,114,8,2.26,Uber Comfort,Uber Pay
20854,08/06/2024 08:14,08/06/2024 08:21,1,1.23,164,246,7,2.06,Uber Black,Uber Pay
20855,08/06/2024 08:22,08/06/2024 08:36,2,3.44,234,237,13,0,UberX,Cash
20856,08/06/2024 08:47,08/06/2024 09:02,1,3.11,164,143,13.5,3.36,Uber Green,Uber Pay
20857,08/06/2024 08:48,08/06/2024 08:56,1,2.39,75,74,9.5,3.09,Uber Black,Uber Pay
20858,08/06/2024 08:22,08/06/2024 08:27,1,1.1,143,48,6,0,UberX,Cash
20859,08/06/2024 08:52,08/06/2024 08:58,1,1.57,237,75,7.5,2.16,UberX,Uber Pay
20860,08/06/2024 08:00,08/06/2024 08:16,1,3.2,141,166,14,0,UberX,Cash
20861,08/06/2024 08:18,08/06/2024 08:31,1,1.2,166,166,9.5,2.05,Uber Green,Uber Pay
20862,08/06/2024 08:36,08/06/2024 08:48,1,3.38,236,164,12.5,0,UberXL,Cash
20863,08/06/2024 08:44,08/06/2024 08:49,1,1.58,107,229,6.5,0,UberX,Cash
20864,08/06/2024 08:28,08/06/2024 08:41,1,3.24,238,164,13,3.26,UberXL,Uber Pay
20865,08/06/2024 08:28,08/06/2024 08:39,6,2.73,142,75,10.5,2.76,UberX,Uber Pay
20866,08/06/2024 08:42,08/06/2024 08:49,6,1.92,43,163,8,2.82,Uber Green,Uber Pay
20867,08/06/2024 08:19,08/06/2024 08:22,1,1.11,238,142,5.5,0,UberX,Cash
20868,08/06/2024 08:22,08/06/2024 08:33,1,2.15,143,162,10,1.06,Uber Green,Uber Pay
20869,08/06/2024 08:20,08/06/2024 08:40,1,4.57,238,137,17.5,6.24,Uber Black,Uber Pay
20870,08/06/2024 08:36,08/06/2024 08:46,1,3,137,263,10.5,2.76,UberX,Uber Pay
20871,08/06/2024 08:37,08/06/2024 08:51,1,3.47,236,90,13,1,Uber Black,Uber Pay
20872,08/06/2024 08:53,08/06/2024 09:07,1,3.3,186,236,13,4,UberXL,Uber Pay
20873,08/06/2024 08:31,08/06/2024 08:44,2,3.19,249,33,12.5,3.16,Uber Black,Uber Pay
20874,08/06/2024 08:54,08/06/2024 09:00,2,1.44,231,113,7,2.06,Uber Comfort,Uber Pay
20875,08/06/2024 08:09,08/06/2024 08:19,1,2.8,237,234,10.5,2.76,UberX,Uber Pay
20876,08/06/2024 08:29,08/06/2024 08:35,2,1.23,236,262,6.5,0,UberX,Cash
20877,08/06/2024 08:04,08/06/2024 08:08,1,1.28,236,237,6,0,Uber Green,Cash
20878,08/06/2024 08:32,08/06/2024 08:40,1,1.6,236,162,7.5,2.16,UberX,Uber Pay
20879,08/06/2024 08:57,08/06/2024 09:12,1,2.85,237,234,13,1.5,UberXL,Uber Pay
20880,08/06/2024 08:04,08/06/2024 08:15,1,2.9,48,140,10.5,0,UberX,Cash
20881,08/06/2024 08:01,08/06/2024 08:11,1,2.8,45,234,10.5,0,UberX,Google Pay
20882,08/06/2024 08:40,08/06/2024 08:50,1,1.29,116,166,8,0,Uber Black,Cash
20883,08/06/2024 08:46,08/06/2024 08:55,1,2.4,233,263,9,0,UberX,Cash
20884,08/06/2024 08:57,08/06/2024 09:03,1,1.1,263,140,6.5,2.5,Uber Green,Uber Pay
20885,08/06/2024 08:30,08/06/2024 08:43,2,3.3,236,234,12.5,3.16,UberX,Uber Pay
20886,08/06/2024 08:48,08/06/2024 08:56,2,1.56,113,170,7.5,0,Uber Comfort,Cash
20887,08/06/2024 08:56,08/06/2024 09:02,1,1.1,113,231,6,1,UberX,Uber Pay
20888,08/06/2024 08:06,08/06/2024 08:12,1,1.13,264,50,6.5,1.96,Uber Black,Uber Pay
20889,08/06/2024 08:11,08/06/2024 08:26,2,2.46,236,140,12,3.06,Uber Black,Uber Pay
20890,08/06/2024 08:01,08/06/2024 08:07,3,1.92,263,162,7,0,UberX,Uber Pay
20891,08/06/2024 08:51,08/06/2024 09:00,3,2.03,137,141,9,3.08,UberX,Uber Pay
20892,08/06/2024 08:42,08/06/2024 08:54,1,2.02,107,68,10,0.66,UberX,Uber Pay
20893,08/06/2024 08:35,08/06/2024 08:44,1,1.69,170,237,8,1.13,UberXL,Uber Pay
20894,08/06/2024 08:00,08/06/2024 08:05,1,1.59,50,239,7,2.06,UberX,Uber Pay
20895,08/06/2024 08:34,08/06/2024 08:41,1,1.62,236,161,7.5,2.16,Uber Black,Uber Pay
20896,08/06/2024 08:04,08/06/2024 08:16,1,2.4,107,161,10.5,2.75,Uber Black,Uber Pay
20897,08/06/2024 08:31,08/06/2024 08:43,1,3.01,48,113,11.5,2.2,Uber Black,Uber Pay
20898,08/06/2024 08:23,08/06/2024 08:41,1,6.5,143,87,21,3,UberX,Uber Pay
20899,08/06/2024 08:46,08/06/2024 08:57,1,2.48,48,113,10,1.7,Uber Green,Uber Pay
20900,08/06/2024 09:00,08/06/2024 09:17,2,3.98,24,161,15,0,Uber Green,Cash
20901,08/06/2024 08:19,08/06/2024 08:39,1,6.19,263,47,21,0,UberXL,Cash
20902,08/06/2024 08:42,08/06/2024 08:53,2,1.92,137,230,9.5,2.56,Uber Black,Uber Pay
20903,08/06/2024 08:55,08/06/2024 09:04,1,2.8,140,107,10.5,2.75,UberX,Uber Pay
20904,08/06/2024 08:31,08/06/2024 08:36,1,1.18,186,234,6,1.86,UberX,Uber Pay
20905,08/06/2024 08:47,08/06/2024 08:57,1,1.6,143,48,8.5,3.5,UberX,Uber Pay
20906,08/06/2024 08:03,08/06/2024 08:14,1,2.52,163,75,10,3.32,Uber Black,Uber Pay
20907,08/06/2024 08:49,08/06/2024 08:56,1,1.14,43,237,6.5,0,UberXL,Cash
20908,08/06/2024 08:20,08/06/2024 08:55,1,9.73,237,181,34,9.32,UberX,Uber Pay
20909,08/06/2024 08:30,08/06/2024 08:46,1,3.18,48,114,13.5,0,UberX,Cash
20910,08/06/2024 08:07,08/06/2024 08:19,1,3.04,238,161,11.5,0,UberX,Cash
20911,08/06/2024 08:48,08/06/2024 08:57,1,2.04,238,237,8.5,2,Uber Green,Uber Pay
20912,08/06/2024 08:13,08/06/2024 08:23,1,1.2,262,140,8.5,2.35,Uber Green,Uber Pay
20913,08/06/2024 08:16,08/06/2024 08:30,1,2.42,151,236,11.5,2.96,UberX,Uber Pay
20914,08/06/2024 08:34,08/06/2024 08:40,1,1.29,237,162,6.5,1.96,Uber Black,Uber Pay
20915,08/06/2024 08:22,08/06/2024 08:56,1,5.49,68,193,24.5,0.5,Uber Black,Uber Pay
20916,08/06/2024 08:17,08/06/2024 08:25,1,1.3,234,137,7.5,1.62,UberX,Uber Pay
20917,08/06/2024 08:56,08/06/2024 09:10,2,1.8,90,170,10.5,1.2,UberX,Uber Pay
20918,08/06/2024 08:49,08/06/2024 09:07,2,3.85,41,229,16,0,UberXL,Cash
20919,08/06/2024 08:56,08/06/2024 09:06,1,1.77,48,238,9.5,2.56,UberX,Uber Pay
20920,08/06/2024 08:26,08/06/2024 08:39,6,2.7,238,230,11.5,4.44,Uber Green,Uber Pay
20921,08/06/2024 08:19,08/06/2024 08:31,1,2.5,238,140,10.5,0,Uber Black,Cash
20922,08/06/2024 08:15,08/06/2024 08:44,1,10.32,186,96,33,0,Uber Green,Cash
20923,08/06/2024 08:24,08/06/2024 08:35,3,1.19,263,75,8.5,2.36,UberX,Uber Pay
20924,08/06/2024 08:32,08/06/2024 08:49,6,4.04,141,125,15,5.49,Uber Comfort,Uber Pay
20925,08/06/2024 08:25,08/06/2024 08:33,5,2.84,143,166,10,1.33,Uber Comfort,Uber Pay
20926,08/06/2024 08:12,08/06/2024 08:22,1,3.51,262,164,12,3.06,UberXL,Uber Pay
20927,08/06/2024 08:33,08/06/2024 08:35,1,1.14,238,239,5,1.66,UberX,Uber Pay
20928,08/06/2024 08:24,08/06/2024 08:33,1,2.72,237,234,10,4,UberX,Uber Pay
20929,08/06/2024 08:15,08/06/2024 08:27,1,1.91,137,48,9.5,0,UberX,Cash
20930,08/06/2024 08:23,08/06/2024 08:31,1,1.32,261,232,7.5,0,UberX,Cash
20931,08/06/2024 08:25,08/06/2024 08:40,1,4.62,142,231,15,0,Uber Green,Cash
20932,08/06/2024 08:02,08/06/2024 08:13,1,2,238,75,9.5,2.55,UberXL,Uber Pay
20933,08/06/2024 08:25,08/06/2024 08:30,1,1.7,263,74,7,2.05,Uber Green,Uber Pay
20934,08/06/2024 08:09,08/06/2024 08:20,1,3.1,142,68,11,1,Uber Black,Uber Pay
20935,08/06/2024 08:21,08/06/2024 08:32,1,1.3,140,229,9,2.21,Uber Black,Uber Pay
20936,08/06/2024 08:53,08/06/2024 09:08,2,3.7,142,41,13.5,3.35,Uber Green,Uber Pay
20937,08/06/2024 08:48,08/06/2024 08:57,1,1.34,164,246,7.5,0,UberX,Cash
20938,08/06/2024 08:42,08/06/2024 08:48,1,1.64,186,163,7.5,2.7,UberX,Uber Pay
20939,08/06/2024 08:55,08/06/2024 09:03,1,1.45,164,249,7.5,1,Uber Black,Uber Pay
20940,08/06/2024 08:29,08/06/2024 08:43,1,1.98,43,140,11,3.58,UberX,Uber Pay
20941,08/06/2024 08:19,08/06/2024 08:29,1,2.36,237,50,10,2.66,UberX,Uber Pay
20942,08/06/2024 08:48,08/06/2024 08:57,1,1.62,262,237,8,2.26,UberX,Uber Pay
20943,08/06/2024 08:32,08/06/2024 08:41,1,2.58,137,140,9.5,2.56,Uber Black,Uber Pay
20944,08/06/2024 08:29,08/06/2024 08:43,1,6.72,48,244,20.5,4.76,Uber Black,Uber Pay
20945,08/06/2024 08:57,08/06/2024 09:16,1,8.3,140,97,25.5,4,UberX,Uber Pay
20946,08/06/2024 08:11,08/06/2024 08:26,2,1.45,186,234,7.5,0,Uber Comfort,Cash
20947,08/06/2024 08:01,08/06/2024 08:12,1,3.5,13,186,12.5,0,Uber Comfort,Cash
20948,08/06/2024 08:40,08/06/2024 08:52,6,2.6,79,164,11,1.5,Uber Black,Uber Pay
20949,08/06/2024 08:42,08/06/2024 08:53,2,2.59,226,112,10.5,0.01,UberX,Uber Pay
20950,08/06/2024 08:06,08/06/2024 08:17,1,4.03,238,234,13,3.26,Uber Black,Uber Pay
20951,08/06/2024 08:39,08/06/2024 08:52,1,3.54,50,125,13,3.26,UberX,Uber Pay
20952,08/06/2024 08:38,08/06/2024 08:52,1,2.1,170,140,11,3.58,UberXL,Uber Pay
20953,08/06/2024 08:19,08/06/2024 08:40,1,7.8,186,244,25.5,7.2,UberX,Uber Pay
20954,08/06/2024 08:00,08/06/2024 08:06,1,1.3,237,161,6.5,2.9,UberX,Uber Pay
20955,08/06/2024 08:22,08/06/2024 08:30,1,1.91,140,75,8.5,0,Uber Black,Cash
20956,08/06/2024 07:59,08/06/2024 08:09,4,1.39,141,161,8.5,0,UberX,Cash
20957,08/06/2024 08:08,08/06/2024 08:35,1,6.87,263,244,25,4,Uber Comfort,Uber Pay
20958,08/06/2024 08:00,08/06/2024 08:08,1,1.47,236,239,8,0,Uber Comfort,Cash
20959,08/06/2024 08:40,08/06/2024 09:20,1,6.45,236,83,29.5,6.56,Uber Black,Uber Pay
20960,08/06/2024 08:49,08/06/2024 09:11,5,5.93,230,256,20.5,0,UberX,Cash
20961,08/06/2024 08:44,08/06/2024 08:51,1,1.5,68,90,7,0,Uber Comfort,Cash
20962,08/06/2024 08:57,08/06/2024 09:04,1,1.19,229,164,7,2,UberX,Uber Pay
20963,08/06/2024 08:23,08/06/2024 08:40,1,3.2,113,140,14,0,Uber Comfort,Cash
20964,08/06/2024 08:46,08/06/2024 09:01,1,2.9,263,143,13,3.25,UberX,Uber Pay
20965,08/06/2024 08:54,08/06/2024 09:02,1,1.96,238,41,8,0,Uber Comfort,Cash
20966,08/06/2024 08:01,08/06/2024 08:12,1,2.27,170,79,10.5,0,UberX,Cash
20967,08/06/2024 08:16,08/06/2024 08:23,1,1.76,79,170,7.5,2.7,Uber Comfort,Uber Pay
20968,08/06/2024 08:21,08/06/2024 08:38,1,5.7,75,234,19,4.45,UberXL,Uber Pay
20969,08/06/2024 08:17,08/06/2024 08:25,1,1.83,48,234,8,2.26,UberX,Uber Pay
20970,08/06/2024 08:04,08/06/2024 08:09,2,1.52,151,239,7,2.58,Uber Comfort,Uber Pay
20971,08/06/2024 08:06,08/06/2024 08:21,1,2.8,100,79,12.5,0,UberX,Cash
20972,08/06/2024 08:48,08/06/2024 09:09,1,7.3,142,243,24,2.73,UberXL,Uber Pay
20973,08/06/2024 08:48,08/06/2024 09:06,1,3.68,262,166,15,0,UberX,Cash
20974,08/06/2024 08:51,08/06/2024 09:05,1,3.93,74,161,13.5,0,Uber Black,Cash
20975,08/06/2024 08:04,08/06/2024 08:13,1,1.8,141,161,8,2.26,UberXL,Uber Pay
20976,08/06/2024 08:42,08/06/2024 09:06,1,5.9,238,114,20.5,3,UberX,Uber Pay
20977,08/06/2024 08:39,08/06/2024 08:48,1,1.45,186,170,8,1.7,Uber Green,Uber Pay
20978,08/06/2024 08:14,08/06/2024 08:24,1,2,186,237,9.5,0,Uber Green,Cash
20979,08/06/2024 08:53,08/06/2024 09:10,1,7.9,186,116,24,0,Uber Black,Cash
20980,08/06/2024 08:57,08/06/2024 09:16,1,5.4,161,74,19,5,Uber Green,Uber Pay
20981,08/06/2024 08:30,08/06/2024 08:38,1,1.92,107,211,8.5,2.36,Uber Black,Uber Pay
20982,08/06/2024 08:12,08/06/2024 08:21,1,1.3,68,170,8,2,UberX,Uber Pay
20983,08/06/2024 08:03,08/06/2024 08:09,5,1.11,234,170,6,1.86,UberX,Uber Pay
20984,08/06/2024 08:13,08/06/2024 08:22,5,2.31,107,140,9.5,2.56,UberX,Uber Pay
20985,08/06/2024 08:19,08/06/2024 08:24,1,1.18,164,229,6,1.86,Uber Black,Uber Pay
20986,08/06/2024 08:32,08/06/2024 08:42,1,1.79,140,161,9,3.08,Uber Comfort,Uber Pay
20987,08/06/2024 08:24,08/06/2024 08:33,1,1.29,142,68,7.5,0,UberX,Uber Pay
20988,08/06/2024 08:17,08/06/2024 08:25,1,1.2,231,125,7,0,Uber Comfort,Cash
20989,08/06/2024 08:13,08/06/2024 08:23,1,2.1,107,163,9,2,Uber Comfort,Uber Pay
20990,08/06/2024 08:43,08/06/2024 08:57,1,3.24,238,229,12.5,3.16,Uber Comfort,Uber Pay
20991,08/06/2024 08:24,08/06/2024 08:28,1,1.6,166,238,6.5,2.19,UberX,Uber Pay
20992,08/06/2024 08:35,08/06/2024 08:52,1,3.62,140,186,14.5,0,Uber Green,Cash
20993,08/06/2024 08:10,08/06/2024 08:31,1,7.32,249,257,23.5,8.14,UberXL,Uber Pay
20994,08/06/2024 09:27,08/06/2024 09:40,1,2.9,68,140,12,3.05,Uber Comfort,Uber Pay
20995,08/06/2024 09:51,08/06/2024 10:05,1,2.3,263,233,11.5,2.95,UberX,Uber Pay
20996,08/06/2024 09:25,08/06/2024 09:40,1,4.82,137,256,17,0,Uber Black,Cash
20997,08/06/2024 09:07,08/06/2024 09:16,1,2.1,239,237,9.5,0,Uber Green,Cash
20998,08/06/2024 09:37,08/06/2024 09:57,2,3.06,90,232,14,5,UberX,Uber Pay
20999,08/06/2024 09:05,08/06/2024 09:12,1,2.3,236,74,8.5,2.25,Uber Black,Uber Pay
21000,08/06/2024 09:37,08/06/2024 09:46,1,2.2,141,236,9,0,Uber Comfort,Cash
21001,08/06/2024 09:36,08/06/2024 09:46,2,1.4,236,262,8.5,2.35,Uber Green,Uber Pay
21002,08/06/2024 09:00,08/06/2024 09:07,1,1.98,137,141,7.5,0,Uber Green,Cash
21003,08/06/2024 09:16,08/06/2024 09:27,1,1.66,140,229,9.5,1,Uber Green,Uber Pay
21004,08/06/2024 09:38,08/06/2024 09:48,1,2.73,48,234,10,2,UberX,Uber Pay
21005,08/06/2024 09:51,08/06/2024 10:07,2,2.75,263,170,12.5,3.16,UberX,Uber Pay
21006,08/06/2024 09:23,08/06/2024 09:31,1,1.6,43,48,8.5,0,UberX,Cash
21007,08/06/2024 09:36,08/06/2024 09:45,1,1.4,50,170,8,1.7,Uber Comfort,Uber Pay
21008,08/06/2024 09:32,08/06/2024 09:45,1,1.78,161,236,10,0,UberX,Cash
21009,08/06/2024 09:08,08/06/2024 09:14,1,1.6,236,163,7,2.05,Uber Green,Uber Pay
21010,08/06/2024 09:37,08/06/2024 09:53,2,3.62,186,238,13.5,3.36,UberX,Uber Pay
21011,08/06/2024 09:03,08/06/2024 09:24,1,5.47,151,114,18.5,4.36,UberX,Uber Pay
21012,08/06/2024 09:36,08/06/2024 10:05,1,6.8,249,74,23.5,0,Uber Black,Cash
21013,08/06/2024 09:47,08/06/2024 09:59,1,2.28,162,236,10,3,UberX,Uber Pay
21014,08/06/2024 09:55,08/06/2024 10:06,1,2.1,79,90,10,0,Uber Green,Cash
21015,08/06/2024 09:25,08/06/2024 09:35,1,2.2,142,68,9.5,0,UberX,Cash
21016,08/06/2024 09:14,08/06/2024 09:20,1,1.1,161,48,6,1,UberX,Uber Pay
21017,08/06/2024 09:01,08/06/2024 09:10,1,1.8,137,140,8.5,2.35,UberX,Uber Pay
21018,08/06/2024 09:47,08/06/2024 10:09,1,4.6,107,75,18,3,UberX,Uber Pay
21019,08/06/2024 09:49,08/06/2024 09:58,1,1.6,141,237,8,0,UberX,Cash
21020,08/06/2024 09:43,08/06/2024 09:54,1,2.3,236,143,10,2.65,UberX,Uber Pay
21021,08/06/2024 09:09,08/06/2024 09:15,2,1.1,68,48,6,0,UberXL,Uber Pay
21022,08/06/2024 09:22,08/06/2024 09:28,2,1.39,107,161,7,2.58,Uber Green,Uber Pay
21023,08/06/2024 09:41,08/06/2024 09:48,1,1.07,90,107,6.5,0,UberX,Cash
21024,08/06/2024 09:17,08/06/2024 09:28,1,2.28,238,141,10,3.32,Uber Comfort,Uber Pay
21025,08/06/2024 09:28,08/06/2024 09:50,1,9.11,138,151,28.5,7.08,Uber Green,Uber Pay
21026,08/06/2024 09:57,08/06/2024 10:01,1,1.29,238,142,6.5,0,UberX,Cash
21027,08/06/2024 09:47,08/06/2024 10:00,5,3.22,231,234,13,0,Uber Green,Cash
21028,08/06/2024 09:19,08/06/2024 09:57,1,7.85,141,196,31.5,0,UberX,Cash
21029,08/06/2024 09:23,08/06/2024 09:36,1,3,143,75,12.5,3.15,Uber Green,Uber Pay
21030,08/06/2024 09:27,08/06/2024 09:34,2,1.34,186,161,7,3.09,Uber Black,Uber Pay
21031,08/06/2024 09:01,08/06/2024 09:11,1,1.61,142,162,9,1.5,Uber Comfort,Uber Pay
21032,08/06/2024 09:20,08/06/2024 09:31,1,1.32,141,233,9,2.46,UberX,Uber Pay
21033,08/06/2024 09:23,08/06/2024 09:36,2,2.82,170,231,11.5,3.7,UberX,Uber Pay
21034,08/06/2024 09:53,08/06/2024 10:18,1,4.42,151,238,19.5,4.56,Uber Comfort,Uber Pay
21035,08/06/2024 09:15,08/06/2024 09:23,2,1.96,75,140,8.5,1.18,Uber Green,Uber Pay
21036,08/06/2024 09:01,08/06/2024 09:07,2,1.44,164,237,6.5,0,Uber Comfort,Cash
21037,08/06/2024 09:10,08/06/2024 09:18,1,1.59,237,75,7.5,1,UberXL,Uber Pay
21038,08/06/2024 09:18,08/06/2024 09:27,4,2.85,236,162,10,2.66,Uber Green,Uber Pay
21039,08/06/2024 09:27,08/06/2024 09:52,1,2.8,263,137,17.5,1.5,UberX,Uber Pay
21040,08/06/2024 09:59,08/06/2024 10:12,1,2.86,45,170,11.5,0,Uber Black,Cash
21041,08/06/2024 09:05,08/06/2024 09:16,1,2.2,261,234,10,3,Uber Black,Uber Pay
21042,08/06/2024 09:11,08/06/2024 09:20,1,2.24,263,142,9,2.46,UberXL,Uber Pay
21043,08/06/2024 09:10,08/06/2024 09:21,2,1.76,236,140,9,0,UberXL,Cash
21044,08/06/2024 09:24,08/06/2024 09:36,2,3.85,140,107,13.5,3.36,Uber Green,Uber Pay
21045,08/06/2024 09:16,08/06/2024 09:22,1,1.99,163,90,7.5,3.24,UberX,Uber Pay
21046,08/06/2024 09:29,08/06/2024 09:37,1,2.11,90,162,8.5,2.36,UberX,Uber Pay
21047,08/06/2024 09:32,08/06/2024 09:59,1,5.3,100,146,21,0,UberX,Cash
21048,08/06/2024 09:05,08/06/2024 09:14,2,1.9,140,162,9,3.05,UberX,Uber Pay
21049,08/06/2024 09:48,08/06/2024 10:00,1,2.6,48,107,11,0,UberX,Cash
21050,08/06/2024 09:27,08/06/2024 09:34,2,2.67,262,168,9.5,2.56,Uber Green,Uber Pay
21051,08/06/2024 09:59,08/06/2024 10:36,1,6.92,75,260,29.5,0,UberXL,Cash
21052,08/06/2024 09:32,08/06/2024 09:37,5,1.26,262,43,6.5,0,UberX,Cash
21053,08/06/2024 09:16,08/06/2024 09:31,1,3.6,239,164,14,0,Uber Comfort,Cash
21054,08/06/2024 09:05,08/06/2024 09:24,6,4.24,236,186,15.5,1.88,UberXL,Uber Pay
21055,08/06/2024 09:05,08/06/2024 09:25,1,7.29,237,244,23,7.89,UberX,Uber Pay
21056,08/06/2024 09:28,08/06/2024 09:36,1,2.1,236,161,8,2.25,Uber Black,Uber Pay
21057,08/06/2024 09:52,08/06/2024 10:11,1,3.45,186,140,15,3.66,UberXL,Uber Pay
21058,08/06/2024 09:10,08/06/2024 09:21,4,2.37,236,238,10,3.99,UberX,Uber Pay
21059,08/06/2024 09:14,08/06/2024 09:25,1,2.56,236,161,10,2,UberX,Uber Pay
21060,08/06/2024 09:53,08/06/2024 10:06,1,2.43,238,141,11.5,2.96,Uber Green,Uber Pay
21061,08/06/2024 09:29,08/06/2024 09:45,1,3.3,262,100,13,1,UberX,Uber Pay
21062,08/06/2024 09:48,08/06/2024 10:07,2,5.8,164,152,20,0,UberX,Cash
21063,08/06/2024 09:43,08/06/2024 09:56,1,1.5,236,140,10,2,UberX,Uber Pay
21064,08/06/2024 09:45,08/06/2024 09:50,1,1.11,24,238,5.5,2.64,Uber Green,Uber Pay
21065,08/06/2024 09:14,08/06/2024 09:20,3,1.2,236,75,6.5,1.96,UberX,Uber Pay
21066,08/06/2024 09:37,08/06/2024 09:43,2,1.01,262,263,6,1.86,UberX,Uber Pay
21067,08/06/2024 09:31,08/06/2024 10:07,2,5.97,186,37,26.5,5.96,UberX,Uber Pay
21068,08/06/2024 09:50,08/06/2024 10:00,1,2.75,236,233,10.5,3.45,UberXL,Uber Pay
21069,08/06/2024 09:44,08/06/2024 09:50,1,1.57,162,164,7.5,3.24,UberXL,Uber Pay
21070,08/06/2024 09:56,08/06/2024 10:12,1,3.5,230,75,13.5,0,Uber Green,Cash
21071,08/06/2024 09:05,08/06/2024 09:22,1,1.4,236,141,11,0,UberXL,Cash
21072,08/06/2024 09:22,08/06/2024 09:29,1,1.2,141,162,6.5,1.95,UberX,Uber Pay
21073,08/06/2024 09:37,08/06/2024 09:46,1,1.3,170,246,8,0,UberX,Cash
21074,08/06/2024 09:55,08/06/2024 10:00,1,1.1,186,249,5.5,1.75,Uber Black,Uber Pay
21075,08/06/2024 09:05,08/06/2024 09:23,1,3.2,48,113,14,3.25,UberX,Uber Pay
21076,08/06/2024 09:37,08/06/2024 09:48,1,2.3,141,75,10,2.66,Uber Comfort,Uber Pay
21077,08/06/2024 09:52,08/06/2024 10:12,1,3.66,164,263,15,3.66,Uber Black,Uber Pay
21078,08/06/2024 09:36,08/06/2024 09:47,2,1.6,48,162,8.5,0,Uber Green,Amazon Pay
21079,08/06/2024 09:37,08/06/2024 09:47,1,2.04,137,237,8.5,0,Uber Green,Cash
21080,08/06/2024 09:53,08/06/2024 10:02,1,1.1,162,48,7.5,1,Uber Black,Uber Pay
21081,08/06/2024 09:47,08/06/2024 10:03,1,2.96,143,75,13.5,5.04,UberXL,Uber Pay
21082,08/06/2024 09:54,08/06/2024 10:11,1,4.6,186,41,17,4.05,UberX,Uber Pay
21083,08/06/2024 09:11,08/06/2024 09:31,1,3.1,43,230,15,3.65,UberX,Uber Pay
21084,08/06/2024 09:52,08/06/2024 09:56,1,1.05,151,239,5.5,0,Uber Comfort,Cash
21085,08/06/2024 09:49,08/06/2024 09:57,1,1.1,170,186,7.5,0,Uber Black,Cash
21086,08/06/2024 09:51,08/06/2024 10:07,2,3.92,107,236,14,3.46,UberXL,Uber Pay
21087,08/06/2024 09:48,08/06/2024 09:58,1,5.34,137,261,16,2,UberX,Uber Pay
21088,08/06/2024 09:33,08/06/2024 10:07,1,17.3,229,265,49.5,10.55,UberX,Uber Pay
21089,08/06/2024 09:31,08/06/2024 09:39,5,1.53,186,158,7,3.09,UberX,Uber Pay
21090,08/06/2024 09:45,08/06/2024 09:53,6,1.73,249,4,7.5,2,UberX,Uber Pay
21091,08/06/2024 09:04,08/06/2024 09:33,2,5.53,90,49,22.5,0,Uber Comfort,Cash
21092,08/06/2024 09:21,08/06/2024 09:26,1,1.4,50,68,6,2,UberX,Uber Pay
21093,08/06/2024 09:06,08/06/2024 09:15,2,2,107,161,9,1,UberX,Uber Pay
21094,08/06/2024 09:59,08/06/2024 10:13,1,3.3,151,163,13.5,3.35,Uber Comfort,Uber Pay
21095,08/06/2024 09:51,08/06/2024 09:59,1,1.83,186,237,8.5,0,UberX,Cash
21096,08/06/2024 09:21,08/06/2024 09:27,1,1.8,236,162,7.5,3.2,Uber Black,Uber Pay
21097,08/06/2024 09:08,08/06/2024 09:20,2,1.98,229,143,10.5,2,UberX,Uber Pay
21098,08/06/2024 09:51,08/06/2024 10:01,1,2.3,162,4,10,2.65,Uber Black,Uber Pay
21099,08/06/2024 09:05,08/06/2024 09:15,1,2.06,75,237,9.5,0,Uber Black,Cash
21100,08/06/2024 09:40,08/06/2024 09:47,1,1.74,186,48,7.5,2.16,Uber Black,Uber Pay
21101,08/06/2024 09:42,08/06/2024 09:54,1,2.3,137,144,10.5,2,UberX,Uber Pay
21102,08/06/2024 09:40,08/06/2024 09:49,5,2.54,151,163,9.5,1.92,Uber Green,Uber Pay
21103,08/06/2024 09:17,08/06/2024 09:23,1,1.5,24,152,7,0,UberXL,Cash
21104,08/06/2024 09:38,08/06/2024 09:56,1,9.15,138,170,26.5,3,Uber Green,Uber Pay
21105,08/06/2024 09:16,08/06/2024 09:24,1,2.25,262,186,9.5,1,UberX,Uber Pay
21106,08/06/2024 09:13,08/06/2024 09:23,1,2.1,264,143,9.5,2.55,UberX,Uber Pay
21107,08/06/2024 09:24,08/06/2024 09:30,1,1.6,143,68,6.5,1.96,UberX,Uber Pay
21108,08/06/2024 09:39,08/06/2024 09:47,1,1.8,113,137,8,2,Uber Black,Uber Pay
21109,08/06/2024 09:44,08/06/2024 09:58,1,2.85,238,170,12.5,3.16,Uber Comfort,Uber Pay
21110,08/06/2024 09:58,08/06/2024 10:11,1,1.8,148,88,9.5,3.8,Uber Black,Uber Pay
21111,08/06/2024 09:42,08/06/2024 09:46,1,1.47,162,164,6,2,UberX,Uber Pay
21112,08/06/2024 09:40,08/06/2024 09:45,6,1.07,239,142,6,1.86,Uber Black,Uber Pay
